CNPJ_COMPLETO;valor_real;PORTE;cnpj_basico;CEP;situacao_cadastral_atual;data_situacao_cadastral_atual;DT_ABERTURA;DT_FECHAMENTO;data_reabertura;situacao_fechamento;numero_posts;tem_instagram;cnae_fiscal_principal;nome_municipio
08.290.825/0001-08;0;1.0;8290825.0;96845020.0;8.0;20170622.0;20060824.0;;;;722;1;4631100.0;SANTA CRUZ DO SUL
08.309.433/0001-35;1;5.0;8309433.0;95900010.0;8.0;20140829.0;20130606.0;;;;116;1;3101200.0;LAJEADO
08.316.162/0007-30;1;5.0;8316162.0;90480000.0;2.0;20230724.0;20230724.0;;;;1;1;6110801.0;PORTO ALEGRE
08.327.161/0001-04;1;5.0;8327161.0;90220006.0;2.0;20060908.0;20060908.0;;;;238;1;4634601.0;PORTO ALEGRE
08.332.586/0002-84;0;3.0;8332586.0;95875000.0;8.0;20240116.0;20171108.0;;;;0;0;2013402.0;FAZENDA VILANOVA
08.336.476/0004-52;0;5.0;8336476.0;94760000.0;8.0;20090706.0;20061020.0;;;;0;0;4686902.0;VIAMAO
08.341.725/0001-55;1;5.0;8341725.0;99500000.0;2.0;20250326.0;20250326.0;;;;507;1;8800600.0;CANOAS
08.350.925/0001-74;0;1.0;8350925.0;99870000.0;4.0;20180913.0;20061011.0;;;;0;0;4921302.0;SAO JOSE DO OURO
08.354.467/0001-41;1;3.0;8354467.0;95960000.0;2.0;20060905.0;20060905.0;;;;85;1;6201501.0;ENCANTADO
08.366.092/0001-30;1;3.0;8366092.0;96880000.0;2.0;20061018.0;20061018.0;;;;63;1;1413401.0;VERA CRUZ
08.374.567/0001-30;0;5.0;8374567.0;95270000.0;8.0;20180710.0;20061009.0;;;;0;0;8291100.0;FLORES DA CUNHA
08.399.979/0001-24;1;3.0;8399979.0;90020015.0;2.0;20061024.0;20061024.0;;;;94;1;8219999.0;PORTO ALEGRE
08.407.968/0001-49;1;5.0;8407968.0;93310270.0;2.0;20060925.0;20060925.0;;;;620;1;8591100.0;NOVO HAMBURGO
08.407.997/0003-72;0;1.0;8407997.0;90035051.0;8.0;20151006.0;20130521.0;;;;0;0;7722500.0;PORTO ALEGRE
08.408.736/0010-04;1;5.0;8408736.0;93700000.0;2.0;20220131.0;20220131.0;;;;634;1;4930202.0;CAMPO BOM
08.409.927/0001-91;1;1.0;8409927.0;99360000.0;2.0;20240304.0;20240304.0;;;;1738;1;8599601.0;BARROS CASSAL
08.419.118/0001-60;1;3.0;8419118.0;90030080.0;2.0;20061109.0;20061109.0;;;;675;1;8219999.0;PORTO ALEGRE
08.432.823/0001-06;1;1.0;8432823.0;92025310.0;2.0;20061101.0;20061101.0;;;;104;1;6391700.0;CANOAS
08.462.724/0001-69;0;1.0;8462724.0;95555000.0;4.0;20231109.0;20061116.0;;;;0;0;4120400.0;CAPAO DA CANOA
08.472.785/0001-07;0;1.0;8472785.0;95600000.0;8.0;20130725.0;20061128.0;;;;0;0;4614100.0;TAQUARA
08.495.847/0001-04;1;5.0;8495847.0;99130000.0;8.0;20240502.0;20201207.0;;;;599;1;155505.0;PASSO FUNDO
08.510.461/0015-11;1;5.0;8510461.0;90030110.0;2.0;20090615.0;20090615.0;;;;1942;1;9420100.0;PORTO ALEGRE
08.512.745/0001-41;0;1.0;8512745.0;91910251.0;8.0;20170905.0;20061208.0;;;;0;0;7119799.0;PORTO ALEGRE
08.513.352/0001-52;1;1.0;8513352.0;95590000.0;2.0;20060320.0;20060320.0;;;;700;1;4751201.0;TRAMANDAI
08.517.713/0001-39;0;1.0;8517713.0;91787355.0;8.0;20190715.0;20061207.0;;;;1160;1;4711302.0;PORTO ALEGRE
08.519.839/0001-42;0;1.0;8519839.0;93020340.0;8.0;20110825.0;20061214.0;;;;0;0;5620101.0;SAO LEOPOLDO
08.529.526/0002-56;0;1.0;8529526.0;95860000.0;8.0;20170926.0;20110919.0;;;;0;0;4754702.0;PORTO ALEGRE
08.536.966/0001-50;1;1.0;8536966.0;95707304.0;2.0;20061208.0;20061208.0;;;;521;1;3101200.0;BENTO GONCALVES
08.542.062/0002-18;1;5.0;8542062.0;99740000.0;2.0;20220909.0;20220909.0;;;;1;1;210107.0;BARAO DE COTEGIPE
08.542.451/0001-62;1;5.0;8542451.0;95270000.0;2.0;20061120.0;20061120.0;;;;1;1;6462000.0;FLORES DA CUNHA
08.547.573/0001-41;1;3.0;8547573.0;91225001.0;8.0;20250718.0;20061212.0;;;;365;1;8011101.0;PORTO ALEGRE
08.561.351/0001-83;0;1.0;8561351.0;95012670.0;8.0;20240627.0;20061226.0;;;;108;1;2599399.0;CAXIAS DO SUL
08.562.197/0001-64;1;3.0;8562197.0;90230124.0;2.0;20060912.0;20060912.0;;;;246;1;4752100.0;PORTO ALEGRE
08.594.427/0001-77;1;3.0;8594427.0;96200140.0;2.0;20141015.0;20141015.0;;;;644;1;5250804.0;RIO GRANDE
08.596.854/0004-37;1;5.0;8596854.0;90245000.0;8.0;20250602.0;20161213.0;;;;1;1;4221905.0;OSORIO
08.597.124/0001-08;1;1.0;8597124.0;95770000.0;8.0;20250529.0;20070105.0;;;;342;1;9521500.0;FELIZ
08.598.066/0001-37;0;1.0;8598066.0;95032620.0;8.0;20071227.0;20070104.0;;;;0;0;8299799.0;CAXIAS DO SUL
08.598.821/0002-64;0;1.0;8598821.0;98280000.0;8.0;20240429.0;20070307.0;;;;0;0;4930202.0;PANAMBI
08.606.156/0001-22;0;1.0;8606156.0;90550142.0;8.0;20071009.0;20070104.0;;;;370;1;6201501.0;PORTO ALEGRE
08.617.180/0001-67;1;5.0;8617180.0;94920170.0;2.0;20070111.0;20070111.0;;;;326;1;8112500.0;CACHOEIRINHA
08.618.544/0001-23;1;3.0;8618544.0;95082114.0;2.0;20070130.0;20070130.0;;;;283;1;2740602.0;CAXIAS DO SUL
08.626.800/0001-24;1;1.0;8626800.0;95170436.0;8.0;20191009.0;20190826.0;;;;1549;1;4763602.0;FARROUPILHA
08.631.153/0002-20;0;3.0;8631153.0;95700050.0;8.0;20210908.0;20160613.0;;;;0;0;6110803.0;BENTO GONCALVES
08.636.725/0001-82;1;5.0;8636725.0;97900000.0;2.0;20070123.0;20070123.0;;;;93;1;8610101.0;CERRO LARGO
08.640.171/0001-97;1;1.0;8640171.0;95080000.0;2.0;20070109.0;20070109.0;;;;16;1;5829800.0;CAXIAS DO SUL
08.645.876/0001-05;1;5.0;8645876.0;90620130.0;2.0;20070123.0;20070123.0;;;;138;1;4645101.0;PORTO ALEGRE
08.652.198/0002-80;0;5.0;8652198.0;90010272.0;4.0;20180906.0;20070330.0;;;;0;0;9430800.0;PORTO ALEGRE
08.659.345/0001-63;0;5.0;8659345.0;90570080.0;8.0;20080429.0;20060912.0;;;;0;0;6491300.0;PORTO ALEGRE
08.672.781/0006-87;0;1.0;8672781.0;95034060.0;8.0;20230711.0;20170628.0;;;;0;0;4773300.0;PORTO ALEGRE
08.673.569/0005-53;0;5.0;8673569.0;99200000.0;8.0;20220413.0;20190923.0;;;;0;0;6612602.0;GUAPORE
08.680.095/0001-43;1;3.0;8680095.0;95706450.0;2.0;20070213.0;20070213.0;;;;103;1;4662100.0;BENTO GONCALVES
08.681.701/0001-45;1;1.0;8681701.0;90150002.0;2.0;20070227.0;20070227.0;;;;0;0;5911199.0;PORTO ALEGRE
08.688.429/0001-25;0;1.0;8688429.0;91530460.0;8.0;20231226.0;20070208.0;;;;0;0;4744099.0;PORTO ALEGRE
08.691.287/0001-55;1;5.0;8691287.0;95270000.0;2.0;20070227.0;20070227.0;;;;231;1;6462000.0;FLORES DA CUNHA
08.691.713/0008-27;0;5.0;8691713.0;91910470.0;8.0;20191213.0;20160929.0;;;;0;0;5250805.0;RIO GRANDE
08.718.813/0001-23;1;1.0;8718813.0;91720390.0;2.0;20070320.0;20070320.0;;;;147;1;4773300.0;PORTO ALEGRE
08.724.566/0001-78;0;1.0;8724566.0;90040193.0;4.0;20181030.0;20061003.0;;;;0;0;8593700.0;PORTO ALEGRE
08.732.220/0001-11;1;1.0;8732220.0;93020690.0;8.0;20150129.0;20091222.0;;;;6;1;4635401.0;SAO LEOPOLDO
08.732.465/0001-49;0;1.0;8732465.0;90430000.0;8.0;20130808.0;20070327.0;;;;184;1;4637104.0;PORTO ALEGRE
08.734.750/0001-07;1;5.0;8734750.0;93265030.0;2.0;19900917.0;19900917.0;;;;1;1;8112500.0;ESTEIO
08.742.261/0001-99;0;5.0;8742261.0;91349900.0;8.0;20180710.0;20070322.0;;;;0;0;4763602.0;PORTO ALEGRE
08.744.225/0001-64;1;1.0;8744225.0;91740800.0;2.0;20191010.0;20191010.0;20120913.0;20141010.0;8.0;99;1;4771701.0;PORTO ALEGRE
08.746.110/0001-09;1;3.0;8746110.0;98280000.0;2.0;20070323.0;20070323.0;;;;384;1;2222600.0;PANAMBI
08.751.457/0001-40;1;5.0;8751457.0;98920000.0;2.0;20211217.0;20070403.0;;;;1192;1;9499500.0;HORIZONTINA
08.752.771/0002-28;1;5.0;8752771.0;95010002.0;2.0;20200126.0;20080109.0;;;;324;1;9499500.0;CAXIAS DO SUL
08.753.542/0002-28;0;3.0;8753542.0;90560900.0;8.0;20220518.0;20130114.0;;;;162;1;4321500.0;PORTO ALEGRE
08.753.678/0001-57;1;1.0;8753678.0;95670000.0;8.0;20130829.0;20100114.0;;;;689;1;8640202.0;CANELA
08.759.889/0001-05;1;3.0;8759889.0;93510001.0;2.0;20070402.0;20070402.0;;;;116;1;6920601.0;NOVO HAMBURGO
08.764.370/0007-00;1;5.0;8764370.0;94230010.0;2.0;20221124.0;20221124.0;20210108.0;20221124.0;8.0;2751;1;4623109.0;GRAVATAI
08.768.794/0003-01;0;5.0;8768794.0;90240004.0;8.0;20170323.0;20071128.0;;;;0;0;6399200.0;PORTO ALEGRE
08.771.881/0004-07;0;1.0;8771881.0;99709182.0;8.0;20240312.0;20210319.0;;;;0;0;9602502.0;ERECHIM
08.773.156/0001-17;0;1.0;8773156.0;92010300.0;8.0;20230208.0;20070419.0;;;;0;0;4619200.0;CANOAS
08.777.465/0028-85;1;5.0;8777465.0;95034460.0;2.0;20140602.0;20140602.0;20130802.0;20140602.0;8.0;1;1;7911200.0;CAXIAS DO SUL
08.802.692/0001-01;1;1.0;8802692.0;93032071.0;2.0;20070419.0;20070419.0;;;;117;1;4744001.0;SAO LEOPOLDO
08.803.452/0002-02;1;5.0;8803452.0;95204385.0;2.0;20150106.0;20150106.0;;;;1584;1;1621800.0;VACARIA
08.807.779/0001-63;1;3.0;8807779.0;95110195.0;2.0;20070503.0;20070503.0;;;;429;1;6202300.0;CAXIAS DO SUL
08.811.362/0001-74;1;3.0;8811362.0;95032460.0;2.0;20070427.0;20070427.0;;;;175;1;7112000.0;CAXIAS DO SUL
08.817.658/0003-64;0;1.0;8817658.0;95170010.0;4.0;20180920.0;20100430.0;;;;0;0;4642701.0;FARROUPILHA
08.828.506/0001-03;0;1.0;8828506.0;91720000.0;8.0;20090721.0;20070426.0;;;;264;1;9511800.0;PORTO ALEGRE
08.845.642/0001-01;1;1.0;8845642.0;95520000.0;8.0;20230309.0;20120730.0;;;;1357;1;6110803.0;CAPAO DA CANOA
08.848.231/0012-14;0;5.0;8848231.0;93320220.0;8.0;20191007.0;20121114.0;;;;0;0;4930202.0;NOVO HAMBURGO
08.853.218/0001-09;0;1.0;8853218.0;91040170.0;8.0;20250120.0;20070524.0;;;;0;0;2610800.0;PORTO ALEGRE
08.864.827/0001-55;1;5.0;8864827.0;93410060.0;2.0;20070430.0;20070430.0;;;;1285;1;8112500.0;NOVO HAMBURGO
08.865.912/0001-38;0;1.0;8865912.0;90470260.0;8.0;20090630.0;20070524.0;;;;364;1;4399101.0;PORTO ALEGRE
08.870.132/0001-86;0;1.0;8870132.0;93310320.0;8.0;20180717.0;20070606.0;;;;2592;1;6821801.0;NOVO HAMBURGO
08.875.424/0006-16;0;5.0;8875424.0;90200110.0;8.0;20240722.0;20200824.0;;;;0;0;4635402.0;PORTO ALEGRE
08.879.643/0012-11;0;5.0;8879643.0;98010603.0;8.0;20230523.0;20210719.0;;;;0;0;4683400.0;CRUZ ALTA
08.885.512/0002-75;0;5.0;8885512.0;91330001.0;8.0;20230316.0;20170921.0;;;;0;0;6630400.0;PORTO ALEGRE
08.888.040/0011-03;0;5.0;8888040.0;91150010.0;8.0;20230305.0;20130403.0;;;;0;0;4530702.0;PORTO ALEGRE
08.889.084/0001-78;1;5.0;8889084.0;90460150.0;8.0;20120126.0;20070619.0;;;;537;1;2221800.0;PORTO ALEGRE
08.895.152/0001-01;0;3.0;8895152.0;90560003.0;8.0;20191203.0;20070531.0;;;;1228;1;4729699.0;CAXIAS DO SUL
08.896.768/0001-05;1;3.0;8896768.0;91340020.0;8.0;20150319.0;20111024.0;;;;48;1;8211300.0;GRAVATAI
08.904.113/0001-23;1;5.0;8904113.0;95350000.0;8.0;20250424.0;20240205.0;;;;90;1;155502.0;TENENTE PORTELA
08.906.599/0003-09;0;5.0;8906599.0;98005150.0;8.0;20191002.0;20071026.0;;;;0;0;115600.0;CRUZ ALTA
08.909.993/0006-35;0;5.0;8909993.0;98030440.0;8.0;20230801.0;20170511.0;;;;0;0;2013402.0;CRUZ ALTA
08.910.062/0001-42;1;1.0;8910062.0;90050102.0;2.0;20070613.0;20070613.0;;;;136;1;5911102.0;PORTO ALEGRE
08.912.324/0001-08;1;5.0;8912324.0;98785109.0;2.0;20070613.0;20070613.0;;;;518;1;4644302.0;SANTA ROSA
08.945.166/0001-92;1;5.0;8945166.0;95305000.0;8.0;20160525.0;20150408.0;;;;564;1;1032599.0;IBIRAIARAS
08.953.116/0006-61;0;5.0;8953116.0;96070850.0;2.0;20240704.0;20240704.0;20220816.0;20220830.0;8.0;866;1;4110700.0;PELOTAS
08.958.603/0001-02;1;1.0;8958603.0;95660000.0;2.0;20070724.0;20070724.0;;;;683;1;7911200.0;TRES COROAS
08.958.885/0001-48;1;1.0;8958885.0;93800656.0;2.0;20070717.0;20070717.0;;;;1363;1;7319002.0;SAPIRANGA
08.964.586/0008-92;0;5.0;8964586.0;97542000.0;4.0;20201103.0;20080610.0;;;;0;0;151202.0;ALEGRETE
08.968.673/0002-22;1;3.0;8968673.0;95940000.0;8.0;20170412.0;20141107.0;;;;982;1;4759801.0;ARROIO DO MEIO
08.974.134/0001-15;1;5.0;8974134.0;90020005.0;2.0;20070717.0;20070717.0;;;;1;1;6810202.0;PORTO ALEGRE
08.981.130/0001-64;0;1.0;8981130.0;95900708.0;8.0;20221209.0;20070810.0;;;;0;0;4618499.0;LAJEADO
08.987.769/0001-57;1;1.0;8987769.0;90680450.0;2.0;20070703.0;20070703.0;;;;219;1;4520002.0;PORTO ALEGRE
08.990.041/0005-08;1;3.0;8990041.0;90480003.0;2.0;20240628.0;20240628.0;;;;96;1;4530703.0;PORTO ALEGRE
08.993.434/0001-41;0;5.0;8993434.0;91900110.0;8.0;20240215.0;20011217.0;;;;288;1;9499500.0;PORTO ALEGRE
08.998.348/0001-21;1;5.0;8998348.0;95890000.0;2.0;20250630.0;20250630.0;;;;715;1;2099199.0;TEUTONIA
08.999.533/0001-30;0;5.0;8999533.0;91140310.0;8.0;20101123.0;20070814.0;;;;0;0;4639701.0;PORTO ALEGRE
09.006.159/0001-98;1;5.0;9006159.0;90430090.0;2.0;20070814.0;20070814.0;;;;1;1;6462000.0;PORTO ALEGRE
09.007.663/0001-02;0;1.0;9007663.0;91030001.0;4.0;20210323.0;20070801.0;;;;100;1;6201501.0;PORTO ALEGRE
09.009.411/0001-12;0;1.0;9009411.0;91450345.0;4.0;20181030.0;20070810.0;;;;0;0;9511800.0;PORTO ALEGRE
09.019.000/0001-08;0;1.0;9019000.0;90010260.0;8.0;20231121.0;20070821.0;;;;0;0;8291100.0;PORTO ALEGRE
09.022.640/0001-77;1;1.0;9022640.0;94850000.0;2.0;20210408.0;20070802.0;;;;111;1;3101200.0;ALVORADA
09.035.576/0001-69;0;1.0;9035576.0;99010100.0;8.0;20090203.0;20070823.0;;;;0;0;7311400.0;PASSO FUNDO
09.042.773/0001-05;0;1.0;9042773.0;93800010.0;4.0;20210323.0;20070910.0;;;;0;0;4751201.0;SAPIRANGA
09.044.056/0001-12;1;5.0;9044056.0;93525015.0;8.0;20221222.0;20200110.0;;;;27;1;4646001.0;NOVO HAMBURGO
09.050.484/0001-58;1;5.0;9050484.0;99150000.0;2.0;20200804.0;20200804.0;20170725.0;20200804.0;8.0;1414;1;4399199.0;PASSO FUNDO
09.066.286/0001-82;0;1.0;9066286.0;98780001.0;8.0;20201111.0;20070912.0;;;;486;1;8511200.0;SANTA ROSA
09.076.069/0001-73;1;3.0;9076069.0;90619900.0;8.0;20211007.0;20100707.0;20160602.0;20181130.0;8.0;959;1;4761001.0;PORTO ALEGRE
09.078.894/0002-98;0;1.0;9078894.0;95030760.0;2.0;20250313.0;20250313.0;20240527.0;20241106.0;8.0;194;1;2829199.0;CAXIAS DO SUL
09.078.894/0003-79;1;1.0;9078894.0;95030760.0;2.0;20250313.0;20250313.0;20240527.0;20241106.0;8.0;194;1;2829199.0;CAXIAS DO SUL
09.079.572/0006-97;1;5.0;9079572.0;90020010.0;2.0;20231107.0;20231107.0;;;;231;1;8630502.0;PORTO ALEGRE
09.090.979/0001-00;1;5.0;9090979.0;91790330.0;2.0;20210407.0;20070925.0;;;;1;1;6462000.0;PORTO ALEGRE
09.092.100/0001-60;1;3.0;9092100.0;93800142.0;2.0;20070910.0;20070910.0;;;;1;1;4924800.0;SAPIRANGA
09.096.703/0001-30;1;3.0;9096703.0;95020260.0;2.0;20070830.0;20070830.0;;;;472;1;6203100.0;CAXIAS DO SUL
09.100.214/0001-04;1;1.0;9100214.0;97095542.0;2.0;20070914.0;20070914.0;;;;159;1;8211300.0;SANTA MARIA
09.103.998/0001-24;1;5.0;9103998.0;90619900.0;2.0;20070731.0;20070731.0;;;;629;1;9499500.0;PORTO ALEGRE
09.109.442/0002-26;1;1.0;9109442.0;93230390.0;8.0;20250417.0;20230730.0;;;;729;1;2511000.0;SAPUCAIA DO SUL
09.111.480/0001-32;0;1.0;9111480.0;90050020.0;8.0;20171024.0;20070917.0;;;;0;0;6209100.0;PORTO ALEGRE
09.128.192/0001-90;1;5.0;9128192.0;92010242.0;8.0;20250521.0;20170322.0;20230123.0;20250211.0;8.0;1823;1;8630503.0;ESTEIO
09.129.072/0001-08;1;1.0;9129072.0;96085353.0;2.0;20071002.0;20071002.0;;;;242;1;9511800.0;PELOTAS
09.130.617/0001-04;0;1.0;9130617.0;94050000.0;8.0;20100921.0;20070927.0;;;;880;1;8299707.0;GRAVATAI
09.130.858/0016-21;1;5.0;9130858.0;93330430.0;2.0;20220628.0;20220628.0;;;;1775;1;1539400.0;NOVO HAMBURGO
09.161.664/0001-07;0;1.0;9161664.0;91910001.0;8.0;20140416.0;20071009.0;;;;712;1;4110700.0;PORTO ALEGRE
09.171.535/0001-08;1;1.0;9171535.0;96810012.0;2.0;20071024.0;20071024.0;;;;956;1;4744099.0;SANTA CRUZ DO SUL
09.177.560/0001-90;1;3.0;9177560.0;96160000.0;2.0;20071022.0;20071022.0;;;;686;1;6110803.0;CAPAO DO LEAO
09.180.184/0001-93;1;3.0;9180184.0;93700000.0;2.0;20071016.0;20071016.0;;;;123;1;4751201.0;CAMPO BOM
09.185.759/0001-60;1;5.0;9185759.0;99700970.0;2.0;20071030.0;20071030.0;;;;871;1;2930101.0;ERECHIM
09.188.067/0001-76;1;5.0;9188067.0;98947000.0;2.0;20250731.0;20250731.0;;;;1207;1;4763603.0;SANTO ANGELO
09.189.315/0001-01;1;5.0;9189315.0;95098170.0;2.0;20071030.0;20071030.0;;;;297;1;2040100.0;CAXIAS DO SUL
09.189.865/0001-12;0;5.0;9189865.0;93540000.0;4.0;20181122.0;20071106.0;;;;436;1;1540800.0;NOVO HAMBURGO
09.193.324/0004-00;0;1.0;9193324.0;90610000.0;8.0;20210325.0;20180719.0;;;;0;0;4783101.0;PORTO ALEGRE
09.205.974/0001-86;1;1.0;9205974.0;99704654.0;2.0;20071106.0;20071106.0;;;;0;0;4322303.0;ERECHIM
09.214.732/0001-59;1;1.0;9214732.0;91530001.0;2.0;20071107.0;20071107.0;;;;2647;1;8630504.0;PORTO ALEGRE
09.227.689/0002-47;0;1.0;9227689.0;95720000.0;8.0;20200304.0;20140918.0;;;;54;1;2229302.0;GARIBALDI
09.254.943/0001-15;0;5.0;9254943.0;93950000.0;4.0;20181122.0;20071029.0;;;;0;0;9499500.0;DOIS IRMAOS
09.261.324/0001-58;1;3.0;9261324.0;99705480.0;2.0;20071204.0;20071204.0;;;;576;1;4647801.0;ERECHIM
09.262.128/0001-06;1;1.0;9262128.0;92110370.0;2.0;20210323.0;20071128.0;;;;0;0;4120400.0;CANOAS
09.267.418/0001-34;1;1.0;9267418.0;92480000.0;2.0;20071213.0;20071213.0;;;;395;1;2229399.0;NOVA SANTA RITA
09.272.772/0001-57;0;5.0;9272772.0;90230160.0;8.0;20200123.0;20071016.0;;;;0;0;4744099.0;PORTO ALEGRE
09.275.590/0001-30;0;5.0;9275590.0;96503250.0;4.0;20180928.0;20071214.0;;;;0;0;9312300.0;CACHOEIRA DO SUL
09.276.563/0001-81;1;1.0;9276563.0;96590000.0;2.0;20190422.0;20190422.0;;;;1050;1;6190601.0;SANTANA DA BOA VISTA
09.285.738/0001-17;1;5.0;9285738.0;95840000.0;2.0;20240118.0;20240118.0;20160224.0;20220929.0;8.0;825;1;4789099.0;SERTAO SANTANA
09.290.433/0001-01;0;5.0;9290433.0;95012625.0;8.0;20231206.0;20080108.0;;;;0;0;2543800.0;CAXIAS DO SUL
09.309.990/0004-61;1;5.0;9309990.0;96878000.0;2.0;20231010.0;20231010.0;;;;29;1;4623104.0;VALE DO SOL
09.310.000/0001-62;1;1.0;9310000.0;90040143.0;2.0;20080117.0;20080117.0;;;;12;1;7020400.0;PORTO ALEGRE
09.311.706/0011-10;0;5.0;9311706.0;94930605.0;8.0;20091103.0;20080805.0;;;;0;0;4639701.0;CACHOEIRINHA
09.316.305/0001-81;1;5.0;9316305.0;96810246.0;2.0;20071213.0;20071213.0;;;;1195;1;8011101.0;SANTA CRUZ DO SUL
09.316.788/0001-14;1;5.0;9316788.0;98290000.0;2.0;20080121.0;20080121.0;;;;52;1;2833000.0;CONDOR
09.330.299/0001-17;1;5.0;9330299.0;90690450.0;2.0;20080122.0;20080122.0;;;;267;1;6920602.0;PORTO ALEGRE
09.333.090/0001-07;0;1.0;9333090.0;95250000.0;8.0;20151110.0;20080124.0;;;;1324;1;6821801.0;ANTONIO PRADO
09.338.862/0001-01;0;1.0;9338862.0;95700010.0;8.0;20100304.0;20080131.0;;;;116;1;4781400.0;BENTO GONCALVES
09.343.259/0001-00;1;1.0;9343259.0;95054000.0;2.0;20080207.0;20080207.0;;;;872;1;5911102.0;CAXIAS DO SUL
09.343.842/0001-10;1;1.0;9343842.0;96055450.0;2.0;20080117.0;20080117.0;;;;44;1;6311900.0;PELOTAS
09.356.223/0001-60;1;1.0;9356223.0;95190000.0;2.0;20080131.0;20080131.0;;;;235;1;2949299.0;SAO MARCOS
09.356.592/0001-53;1;1.0;9356592.0;90440191.0;2.0;20180419.0;20180419.0;;;;0;0;4771702.0;SAO LEOPOLDO
09.357.477/0001-01;1;1.0;9357477.0;91310010.0;2.0;20080214.0;20080214.0;;;;1;1;8211300.0;PORTO ALEGRE
09.359.295/0001-61;0;1.0;9359295.0;95600098.0;8.0;20220804.0;20080201.0;;;;0;0;7020400.0;TAQUARA
09.363.075/0001-01;1;5.0;9363075.0;95076090.0;2.0;20080207.0;20080207.0;;;;31;1;2822402.0;CAXIAS DO SUL
09.386.085/0001-62;1;3.0;9386085.0;90480002.0;2.0;20080226.0;20080226.0;;;;398;1;6622300.0;PORTO ALEGRE
09.391.576/0001-00;1;1.0;9391576.0;94930600.0;2.0;20080214.0;20080214.0;;;;431;1;4930202.0;CACHOEIRINHA
09.401.224/0001-80;1;5.0;9401224.0;94856060.0;2.0;20101101.0;20101101.0;;;;2808;1;4110700.0;ALVORADA
09.424.197/0001-60;1;3.0;9424197.0;99064000.0;2.0;20080229.0;20080229.0;;;;363;1;7490104.0;PASSO FUNDO
09.431.827/0002-05;0;3.0;9431827.0;95185000.0;8.0;20240304.0;20220318.0;;;;0;0;2593400.0;CARLOS BARBOSA
09.437.293/0020-06;0;5.0;9437293.0;93510020.0;8.0;20200930.0;20160722.0;;;;0;0;4649499.0;NOVO HAMBURGO
09.440.717/0001-29;0;1.0;9440717.0;96830280.0;8.0;20241217.0;20080312.0;;;;0;0;8599604.0;SANTA CRUZ DO SUL
09.456.595/0001-69;1;1.0;9456595.0;91150010.0;2.0;20080318.0;20080318.0;;;;390;1;7719599.0;PORTO ALEGRE
09.458.123/0007-30;1;5.0;9458123.0;91330001.0;8.0;20250321.0;20130613.0;;;;890;1;4652400.0;PORTO ALEGRE
09.459.880/0001-33;1;5.0;9459880.0;92990000.0;2.0;20080311.0;20080311.0;;;;1411;1;7020400.0;ELDORADO DO SUL
09.463.048/0001-00;1;3.0;9463048.0;95270000.0;2.0;20080327.0;20080327.0;;;;199;1;4110700.0;FLORES DA CUNHA
09.471.324/0001-82;1;5.0;9471324.0;95076180.0;2.0;20080327.0;20080327.0;;;;504;1;6810202.0;CAXIAS DO SUL
09.473.340/0001-04;0;1.0;9473340.0;96745000.0;4.0;20180913.0;20080326.0;;;;0;0;2539001.0;CHARQUEADAS
09.474.864/0001-10;1;3.0;9474864.0;96212710.0;2.0;20080313.0;20080313.0;;;;121;1;4751201.0;RIO GRANDE
09.475.266/0001-65;1;1.0;9475266.0;97200000.0;8.0;20220302.0;20191216.0;;;;3077;1;4781400.0;RESTINGA SECA
09.481.693/0001-56;1;1.0;9481693.0;94945360.0;2.0;20080331.0;20080331.0;;;;295;1;4520001.0;CACHOEIRINHA
09.492.282/0001-66;1;1.0;9492282.0;98780400.0;2.0;20101208.0;20101208.0;;;;323;1;7319099.0;SANTA ROSA
09.499.536/0001-78;1;1.0;9499536.0;90460230.0;2.0;20080417.0;20080417.0;;;;238;1;6204000.0;PORTO ALEGRE
09.502.871/0001-88;1;1.0;9502871.0;95670000.0;2.0;20080327.0;20080327.0;;;;550;1;6821801.0;GRAMADO
09.504.718/0001-90;1;5.0;9504718.0;97060003.0;2.0;20080422.0;20080422.0;;;;290;1;6201501.0;SANTA MARIA
09.508.910/0005-88;1;5.0;9508910.0;98700000.0;2.0;20131119.0;20131119.0;;;;1156;1;4623106.0;IJUI
09.516.099/0002-34;1;5.0;9516099.0;95219899.0;2.0;20191101.0;20191101.0;;;;336;1;133407.0;VACARIA
09.519.236/0001-03;0;1.0;9519236.0;93280300.0;8.0;20110310.0;20080429.0;;;;0;0;3314707.0;ESTEIO
09.519.790/0001-90;1;5.0;9519790.0;95181899.0;2.0;20080422.0;20080422.0;;;;0;0;9312300.0;FARROUPILHA
09.523.815/0002-00;0;5.0;9523815.0;95112095.0;8.0;20230118.0;20220114.0;;;;43;1;2790202.0;CAXIAS DO SUL
09.525.389/0001-63;0;1.0;9525389.0;93310200.0;8.0;20160324.0;20080502.0;;;;476;1;8219999.0;NOVO HAMBURGO
09.528.709/0001-39;1;1.0;9528709.0;90550030.0;2.0;20080408.0;20080408.0;;;;0;0;9511800.0;PORTO ALEGRE
09.532.601/0001-10;1;1.0;9532601.0;91120630.0;2.0;20080415.0;20080415.0;;;;169;1;1821100.0;PORTO ALEGRE
09.535.177/0001-67;0;1.0;9535177.0;94955570.0;8.0;20200811.0;20080304.0;;;;0;0;8230001.0;CACHOEIRINHA
